FIPS	NAICS8	DATA
31003	11210004	106618.0000
30063	11211100	3717.0000
30063	11210000	5772.0000
30063	11210003	3735.0000
30063	11212000	18.0000
30063	11210004	2037.0000
41059	11211100	23301.0000
41059	11210000	56415.0000
41059	11210003	24124.0000
41059	11212000	823.0000
41059	11210004	32291.0000
42089	11211100	85.9400
42089	11210000	1089.0000
42089	11210003	101.0000
42089	11212000	15.0600
42089	11210004	988.0000
48111	11211100	14812.0000
48111	11210000	237612.0000
48111	11210003	27077.0000
48111	11212000	12265.0000
48111	11210004	210535.0000
54063	11211100	12565.0000
54063	11210000	25111.0000
54063	11210003	13503.0000
54063	11212000	938.0000
54063	11210004	11608.0000
13317	11211100	7260.0000
13317	11210000	13780.0000
13317	11210003	8068.0000
13317	11212000	808.0000
13317	11210004	5712.0000
20145	11211100	6473.0000
20145	11210000	74300.0000
20145	11210003	6473.0000
20145	11210004	67827.0000
36011	11211100	2692.0000
36011	11210000	94427.0000
36011	11210003	44959.0000
36011	11212000	42267.0000
36011	11210004	49468.0000
08077	11211100	29806.0000
08077	11210000	46952.0000
08077	11210003	30343.0000
08077	11212000	537.0000
08077	11210004	16609.0000
12055	11211100	45254.0000
12055	11210000	85875.0000
12055	11210003	51368.0000
12055	11212000	6114.0000
12055	11210004	34507.0000
17139	11211100	1299.0000
17139	11210000	6770.0000
17139	11210003	1944.0000
17139	11212000	645.0000
17139	11210004	4826.0000
17117	11211100	8510.0000
17117	11210000	20321.0000
17117	11210003	10107.0000
17117	11212000	1597.0000
17117	11210004	10214.0000
17033	11211100	1332.0000
17033	11210000	2196.0000
17033	11210003	1337.0000
17033	11212000	5.0000
17033	11210004	859.0000
22119	11211100	4391.0000
22119	11210000	7628.0000
22119	11210003	4391.0000
22119	11210004	3237.0000
39103	11211100	1869.0000
39103	11210000	7643.0000
39103	11210003	3920.0000
39103	11212000	2051.0000
39103	11210004	3723.0000
48137	11211100	9608.0000
48137	11210000	14708.0000
48137	11210003	9608.0000
48137	11210004	5100.0000
50001	11211100	2222.0000
50001	11210000	58906.0000
50001	11210003	32603.0000
50001	11212000	30381.0000
50001	11210004	26303.0000
55027	11211100	5673.0000
55027	11210000	113441.0000
55027	11210003	44553.0000
55027	11212000	38880.0000
55027	11210004	68888.0000
17161	11211100	4440.0000
17161	11210000	9206.0000
17161	11210003	5290.0000
17161	11212000	850.0000
17161	11210004	3916.0000
13051	11211100	84.0000
13051	11210000	109.4700
13051	11210003	84.0000
13051	11210004	25.4700
28045	11211100	4790.0000
28045	11210000	8790.0000
28045	11210003	5095.0000
28045	11212000	305.0000
28045	11210004	3695.0000
13063	11211100	80.9400
13063	11210000	126.0000
13063	11210004	45.0600
21215	11211100	6949.4800
21215	11210000	13243.0000
21215	11210003	6985.0000
21215	11212000	35.5200
21215	11210004	6258.0000
26143	11211100	224.0000
26143	11210000	468.0000
26143	11210003	224.0000
26143	11210004	244.0000
45000	11211100	176801.0000
45000	11210000	326114.0000
45000	11210003	192111.0000
45000	11212000	15310.0000
45000	11210004	134003.0000
42083	11211100	973.0000
42083	11210000	3775.0000
42083	11210003	1172.0000
42083	11212000	199.0000
42083	11210004	2603.0000
26001	11211100	715.0000
26001	11210000	3300.0000
26001	11210003	1892.0000
26001	11212000	1177.0000
26001	11210004	1408.0000
48127	11211100	8118.9100
48127	11210000	20897.0000
48127	11210003	8124.0000
48127	11212000	5.0900
48127	11210004	12773.0000
51135	11211100	5186.0000
51135	11210000	10286.0000
51135	11210003	5945.0000
51135	11212000	759.0000
51135	11210004	4341.0000
20201	11211100	27131.0000
20201	11210000	71976.0000
20201	11210003	30906.0000
20201	11212000	3775.0000
20201	11210004	41070.0000
21007	11211100	2890.9800
21007	11210000	4967.0000
21007	11210003	3036.0000
21007	11212000	145.0200
21007	11210004	1931.0000
51003	11211100	11451.0900
51003	11210000	21644.0000
51003	11210003	11862.0000
51003	11212000	410.9100
51003	11210004	9782.0000
53065	11211100	11432.0000
53065	11210000	19992.0000
53065	11210003	11929.0000
53065	11212000	497.0000
53065	11210004	8063.0000
26155	11211100	1252.0000
26155	11210000	18570.0000
26155	11210003	7963.0000
26155	11212000	6711.0000
26155	11210004	10607.0000
28051	11211100	7389.0000
28051	11210000	12137.0000
28051	11210003	7389.0000
28051	11210004	4748.0000
46115	11211100	22295.0000
46115	11210000	75707.0000
46115	11210003	22385.0000
46115	11212000	90.0000
46115	11210004	53322.0000
48491	11211100	34109.0000
48491	11210000	78853.0000
48491	11210003	34109.0000
48491	11210004	44744.0000
51111	11211100	5037.0000
51111	11210000	7984.0000
51111	11210003	5060.0000
51111	11212000	23.0000
51111	11210004	2924.0000
51117	11211100	8099.6000
51117	11210000	13265.0000
51117	11210003	8269.0000
51117	11212000	169.4000
51117	11210004	4996.0000
05087	11211100	37254.0000
05087	11210000	67965.0000
05087	11210003	37859.0000
05087	11212000	605.0000
05087	11210004	30106.0000
36069	11211100	1724.0000
36069	11210000	60681.0000
36069	11210003	28567.0000
36069	11212000	26843.0000
36069	11210004	32114.0000
08035	11211100	5012.0000
08035	11210000	8005.0000
08035	11210003	5026.0000
08035	11212000	14.0000
08035	11210004	2979.0000
53001	11211100	9581.0000
53001	11210000	47301.0000
53001	11210003	17964.0000
53001	11212000	8383.0000
53001	11210004	29337.0000
20019	11211100	18680.7900
20019	11210000	33126.0000
20019	11210003	18686.0000
20019	11212000	5.2100
20019	11210004	14440.0000
21069	11211100	18963.0000
21069	11210000	44121.0000
21069	11210003	20181.0000
21069	11212000	1218.0000
21069	11210004	23940.0000
24043	11211100	7202.0000
24043	11210000	44028.0000
24043	11210003	20225.0000
24043	11212000	13023.0000
24043	11210004	23803.0000
26007	11211100	1078.0000
26007	11210000	8085.0000
26007	11210003	5329.0000
26007	11212000	4251.0000
26007	11210004	2756.0000
27011	11211100	2545.0000
27011	11210000	13273.0000
27011	11210003	2563.0000
27011	11212000	18.0000
27011	11210004	10710.0000
05145	11211100	26303.0000
05145	11210000	47116.0000
05145	11210003	26869.0000
05145	11212000	566.0000
05145	11210004	20247.0000
17073	11211100	7265.7600
17073	11210000	20625.0000
17073	11210003	7276.0000
17073	11212000	10.2400
17073	11210004	13349.0000
21001	11211100	18947.0000
21001	11210000	42162.0000
21001	11210003	23520.0000
21001	11212000	4573.0000
21001	11210004	18642.0000
26063	11211100	1139.0000
26063	11210000	138244.0000
26063	11210003	51413.0000
26063	11212000	50274.0000
26063	11210004	86831.0000
28065	11211100	6108.0000
28065	11210000	9825.0000
28065	11210003	6108.0000
28065	11210004	3717.0000
25001	11211100	49.0000
25001	11210000	78.0000
25001	11210003	55.0000
25001	11212000	6.0000
25001	11210004	23.0000
48147	11211100	39849.0000
48147	11210000	75049.0000
48147	11210003	39852.0000
48147	11212000	3.0000
48147	11210004	35197.0000
55137	11211100	1159.0000
55137	11210000	16029.0000
55137	11210003	8689.0000
55137	11212000	7530.0000
55137	11210004	7340.0000
01061	11211100	15142.5600
01061	11210000	31798.0000
01061	11210003	15465.0000
01061	11212000	322.4400
01061	11210004	16333.0000
19171	11211100	15624.0000
19171	11210000	41242.0000
19171	11210003	16211.0000
19171	11212000	587.0000
19171	11210004	25031.0000
26121	11211100	1093.0000
26121	11210000	10094.0000
26121	11210003	6404.0000
26121	11212000	5311.0000
26121	11210004	3690.0000
27117	11211100	9181.0000
27117	11210000	59712.0000
27117	11210003	16091.0000
27117	11212000	6910.0000
27117	11210004	43621.0000
36091	11211100	929.0000
36091	11210000	21150.0000
36091	11210003	10369.0000
36091	11212000	9440.0000
36091	11210004	10781.0000
39061	11211100	408.1700
39061	11210000	987.0000
39061	11210003	626.0000
39061	11212000	217.8300
39061	11210004	361.0000
46105	11211100	63816.0000
46105	11210000	112752.0000
46105	11210003	63831.0000
46105	11212000	15.0000
46105	11210004	48921.0000
46067	11211100	30221.0000
46067	11210000	84099.0000
46067	11210003	32531.0000
46067	11212000	2310.0000
46067	11210004	51568.0000
49051	11211100	4987.0000
49051	11210000	7325.0000
49051	11210003	5649.0000
49051	11212000	662.0000
49051	11210004	1676.0000
47089	11211100	14020.0000
47089	11210000	29703.0000
47089	11210003	14596.0000
47089	11212000	576.0000
47089	11210004	15107.0000
04021	11211100	9071.0000
04021	11210000	294237.0000
04021	11210003	75390.0000
04021	11212000	66319.0000
04021	11210004	218847.0000
16031	11211100	28245.0000
16031	11210000	283514.0000
16031	11210003	92872.0000
16031	11212000	64627.0000
16031	11210004	190642.0000
28017	11211100	9251.0000
28017	11210000	16248.0000
28017	11210003	9251.0000
28017	11210004	6997.0000
36025	11211100	4541.0000
36025	11210000	27536.0000
36025	11210003	11443.0000
36025	11212000	6902.0000
36025	11210004	16093.0000
38067	11211100	3102.0000
38067	11210000	12127.0000
38067	11210003	3102.0000
38067	11210004	9025.0000
05093	11211100	180.0000
05093	11210000	353.0000
05093	11210003	180.0000
05093	11210004	173.0000
37149	11211100	1771.0000
37149	11210000	3099.0000
37149	11210003	1903.0000
37149	11212000	132.0000
37149	11210004	1196.0000
51036	11211100	107.0000
51036	11210000	137.0000
51036	11210003	107.0000
51036	11210004	30.0000
39149	11211100	1872.0000
39149	11210000	34702.0000
39149	11210003	9588.0000
39149	11212000	7716.0000
39149	11210004	25114.0000
54023	11211100	7044.7900
54023	11210000	12234.0000
54023	11210003	7112.0000
54023	11212000	67.2100
54023	11210004	5122.0000
55141	11211100	3492.0000
55141	11210000	43801.0000
55141	11210003	22229.0000
55141	11212000	18737.0000
55141	11210004	21572.0000
27127	11211100	4209.0000
27127	11210000	46505.0000
27127	11210003	5881.0000
27127	11212000	1672.0000
27127	11210004	40624.0000
30103	11211100	13423.4400
30103	11210000	28375.0000
30103	11210003	13429.0000
30103	11212000	5.5600
30103	11210004	14946.0000
37017	11211100	2563.8100
37017	11210000	4034.0000
37017	11210003	2569.0000
37017	11212000	5.1900
37017	11210004	1465.0000
37175	11211100	1024.0000
37175	11210000	1629.0000
37175	11210003	1029.0000
37175	11212000	5.0000
37175	11210004	600.0000
41013	11211100	27628.0000
41013	11210000	47399.0000
41013	11210003	27674.0000
41013	11212000	46.0000
41013	11210004	19725.0000
47117	11211100	16121.0000
47117	11210000	32322.0000
47117	11210003	17565.0000
47117	11212000	1444.0000
47117	11210004	14757.0000
55083	11211100	2442.0000
55083	11210000	46998.0000
55083	11210003	23073.0000
55083	11212000	20631.0000
55083	11210004	23925.0000
04007	11211100	8743.0000
04007	11210000	15114.0000
04007	11210003	8752.0000
04007	11212000	9.0000
04007	11210004	6362.0000
06001	11211100	11526.0000
06001	11210000	18524.0000
06001	11210003	11567.0000
06001	11212000	41.0000
06001	11210004	6957.0000
38097	11211100	1719.1700
38097	11210000	3399.0000
38097	11210003	1730.0000
38097	11212000	10.8300
38097	11210004	1669.0000
55101	11211100	1515.0000
55101	11210000	10079.0000
55101	11210003	4724.0000
55101	11212000	3209.0000
55101	11210004	5355.0000
26133	11211100	2780.0000
26133	11210000	17494.0000
26133	11210003	9169.0000
26133	11212000	6389.0000
26133	11210004	8325.0000
22075	11211100	4333.0000
22075	11210000	7196.0000
22075	11210003	4333.0000
22075	11210004	2863.0000
18101	11211100	2029.0000
18101	11210000	4075.0000
18101	11210003	2041.0000
18101	11212000	12.0000
18101	11210004	2034.0000
46059	11211100	42894.3500
46059	11210000	101899.0000
46059	11210003	43237.0000
46059	11212000	342.6500
46059	11210004	58662.0000
13161	11211100	2003.0000
13161	11210000	3464.0000
13161	11210003	2003.0000
13161	11210004	1461.0000
16071	11211100	15081.0000
16071	11210000	23388.0000
16071	11210003	15081.0000
16071	11210004	8307.0000
26149	11211100	1470.0000
26149	11210000	12106.0000
26149	11210003	6434.0000
26149	11212000	4964.0000
26149	11210004	5672.0000
29031	11211100	18328.0000
29031	11210000	37782.0000
29031	11210003	19743.0000
29031	11212000	1415.0000
29031	11210004	18039.0000
24003	11211100	716.0000
24003	11210000	1474.0000
24003	11210003	731.0000
24003	11212000	15.0000
24003	11210004	743.0000
01111	11211100	15193.0000
01111	11210000	26325.0000
01111	11210003	15335.0000
01111	11212000	142.0000
01111	11210004	10990.0000
31105	11211100	9130.0000
31105	11210000	17397.0000
31105	11210003	9130.0000
31105	11210004	8267.0000
41000	11211100	538702.0000
41000	11210000	1243916.0000
41000	11210003	666986.0000
41000	11212000	128284.0000
41000	11210004	576930.0000
39157	11211100	5937.0000
39157	11210000	33224.0000
39157	11210003	15042.0000
39157	11212000	9105.0000
39157	11210004	18182.0000
48227	11211100	6089.0000
48227	11210000	10490.0000
48227	11210003	6089.0000
48227	11210004	4401.0000
48281	11211100	14723.2900
48281	11210000	27589.0000
48281	11210003	15035.0000
48281	11212000	311.7100
48281	11210004	12554.0000
51029	11211100	8259.0000
51029	11210000	14827.0000
51029	11210003	8315.0000
51029	11212000	56.0000
51029	11210004	6512.0000
12045	11211100	1033.0000
12045	11210000	1320.0000
12045	11210003	1033.0000
12045	11210004	287.0000
16063	11211100	6841.0000
16063	11210000	76481.0000
16063	11210003	42275.0000
16063	11212000	35434.0000
16063	11210004	34206.0000
31137	11211100	9734.0000
31137	11210000	186204.0000
31137	11210003	9860.0000
31137	11212000	126.0000
31137	11210004	176344.0000
05051	11211100	4011.0000
05051	11210000	6057.0000
05051	11210003	4011.0000
05051	11210004	2046.0000
48285	11211100	66124.2600
48285	11210000	102317.0000
48285	11210003	68135.0000
48285	11212000	2010.7400
48285	11210004	34182.0000
17103	11211100	2560.0000
17103	11210000	11076.0000
17103	11210003	2612.0000
17103	11212000	52.0000
17103	11210004	8464.0000
31079	11211100	14453.8400
31079	11210000	68427.0000
31079	11210003	14529.0000
31079	11212000	75.1600
31079	11210004	53898.0000
47025	11211100	16354.2400
47025	11210000	32805.0000
47025	11210003	16695.0000
47025	11212000	340.7600
47025	11210004	16110.0000
48295	11211100	16641.7800
48295	11210000	44249.0000
48295	11210003	19429.0000
48295	11212000	2787.2200
48295	11210004	24820.0000
48187	11211100	27728.0000
48187	11210000	48840.0000
48187	11210003	27728.0000
48187	11210004	21112.0000
29215	11211100	48991.0000
29215	11210000	85819.0000
29215	11210003	52066.0000
29215	11212000	3075.0000
29215	11210004	33753.0000
44000	11211100	1679.0000
44000	11210000	5003.0000
44000	11210003	2512.0000
44000	11212000	833.0000
44000	11210004	2491.0000
48191	11211100	13169.0000
48191	11210000	30150.0000
48191	11210003	13169.0000
48191	11210004	16981.0000
48271	11211100	6280.0000
48271	11210000	11211.0000
48271	11210003	6280.0000
48271	11210004	4931.0000
48291	11211100	30422.0000
48291	11210000	47597.0000
48291	11210003	30422.0000
48291	11210004	17175.0000
05061	11211100	24172.0000
05061	11210000	44029.0000
05061	11210003	24172.0000
05061	11210004	19857.0000
13037	11211100	1730.0000
13037	11210000	2863.0000
13037	11210003	1730.0000
13037	11210004	1133.0000
05055	11211100	4361.0000
05055	11210000	7263.0000
05055	11210003	4361.0000
05055	11210004	2902.0000
48261	11211100	22159.0000
48261	11210000	36529.0000
48261	11210003	22159.0000
48261	11210004	14370.0000
01103	11211100	15756.0000
01103	11210000	29688.0000
01103	11210003	16618.0000
01103	11212000	862.0000
01103	11210004	13070.0000
20075	11211100	7154.0000
20075	11210000	138334.0000
20075	11210003	61113.0000
20075	11212000	53959.0000
20075	11210004	77221.0000
29053	11211100	20587.0000
29053	11210000	42900.0000
29053	11210003	20779.0000
29053	11212000	192.0000
29053	11210004	22121.0000
38041	11211100	9718.7100
38041	11210000	15237.0000
38041	11210003	9965.0000
38041	11212000	246.2900
38041	11210004	5272.0000
22021	11211100	2616.0000
22021	11210000	4621.0000
22021	11210003	2616.0000
22021	11210004	2005.0000
48039	11211100	38880.0000
48039	11210000	68515.0000
48039	11210003	38880.0000
48039	11210004	29635.0000
55003	11211100	2190.0000
55003	11210000	9357.0000
55003	11210003	5209.0000
55003	11212000	3019.0000
55003	11210004	4148.0000
39023	11211100	2121.7500
39023	11210000	14407.0000
39023	11210003	5315.0000
39023	11212000	3193.2500
39023	11210004	9092.0000
12083	11211100	31823.0000
12083	11210000	52404.0000
12083	11210003	31957.0000
12083	11212000	134.0000
12083	11210004	20447.0000
24017	11211100	963.0000
24017	11210000	1788.0000
24017	11210003	1087.0000
24017	11212000	124.0000
24017	11210004	701.0000
48359	11211100	12457.0000
48359	11210000	87966.0000
48359	11210003	12457.0000
48359	11210004	75509.0000
17203	11211100	2731.0000
17203	11210000	7826.0000
17203	11210003	2863.0000
17203	11212000	132.0000
17203	11210004	4963.0000
38053	11211100	46747.0000
38053	11210000	78111.0000
38053	11210003	46771.0000
38053	11212000	24.0000
38053	11210004	31340.0000
40101	11211100	45312.0000
40101	11210000	72898.0000
40101	11210003	45312.0000
40101	11210004	27586.0000
48361	11211100	6227.0000
48361	11210000	9839.0000
48361	11210003	6227.0000
48361	11210004	3612.0000
12035	11211100	3399.0000
12035	11210000	5645.0000
12035	11210003	3399.0000
12035	11210004	2246.0000
17007	11211100	1141.0000
17007	11210000	7040.0000
17007	11210003	3565.0000
17007	11212000	2424.0000
17007	11210004	3475.0000
18119	11211100	3967.0000
18119	11210000	7300.0000
18119	11210003	4397.0000
18119	11212000	430.0000
18119	11210004	2903.0000
31067	11211100	10046.0000
31067	11210000	32517.0000
31067	11210003	11006.0000
31067	11212000	960.0000
31067	11210004	21511.0000
13005	11211100	1773.0000
13005	11210000	3162.0000
13005	11210003	1773.0000
13005	11210004	1389.0000
18009	11211100	311.0000
18009	11210000	1742.0000
18009	11210003	311.0000
18009	11210004	1431.0000
48373	11211100	9360.0000
48373	11210000	13135.0000
48373	11210003	9360.0000
48373	11210004	3775.0000
27043	11211100	1091.0000
27043	11210000	13657.0000
27043	11210003	3235.0000
27043	11212000	2144.0000
27043	11210004	10422.0000
29211	11211100	27310.4100
29211	11210000	44534.0000
29211	11210003	27394.0000
29211	11212000	83.5900
29211	11210004	17140.0000
36089	11211100	4541.0000
36089	11210000	74225.0000
36089	11210003	39675.0000
36089	11212000	35134.0000
36089	11210004	34550.0000
37171	11211100	11834.0000
37171	11210000	25751.0000
37171	11210003	11980.0000
37171	11212000	146.0000
37171	11210004	13771.0000
23023	11211100	404.0000
23023	11210000	1094.0000
23023	11210003	608.0000
23023	11212000	204.0000
23023	11210004	486.0000
45069	11211100	1171.1500
45069	11210000	1894.0000
45069	11210003	1177.0000
45069	11212000	5.8500
45069	11210004	717.0000
51193	11211100	820.6200
51193	11210000	1744.0000
51193	11210003	977.0000
51193	11212000	156.3800
51193	11210004	767.0000
17017	11211100	2056.0000
17017	11210000	4641.0000
17017	11210003	2069.0000
17017	11212000	13.0000
17017	11210004	2572.0000
27091	11211100	1666.0000
27091	11210000	21069.0000
27091	11210003	2123.0000
27091	11212000	457.0000
27091	11210004	18946.0000
42000	11211100	217617.0000
42000	11210000	1621303.0000
42000	11210003	745234.0000
42000	11212000	527617.0000
42000	11210004	876069.0000
13153	11211100	2252.3600
13153	11210000	4951.0000
13153	11210003	2969.0000
13153	11212000	716.6400
13153	11210004	1982.0000
19089	11211100	4949.0000
19089	11210000	32940.0000
19089	11210003	8150.0000
19089	11212000	3201.0000
19089	11210004	24790.0000
31000	11211100	1896454.0000
31000	11210000	6759945.0000
31000	11210003	1965300.0000
31000	11212000	68846.0000
31000	11210004	4794645.0000
18041	11211100	1920.4200
18041	11210000	3807.0000
18041	11210003	2031.0000
18041	11212000	110.5800
18041	11210004	1776.0000
12093	11211100	50487.0000
12093	11210000	133975.0000
12093	11210003	82822.0000
12093	11212000	32335.0000
12093	11210004	51153.0000
18121	11211100	2205.0000
18121	11210000	9079.0000
18121	11210003	4113.0000
18121	11212000	1908.0000
18121	11210004	4966.0000
19109	11211100	4770.3300
19109	11210000	25675.0000
19109	11210003	5499.0000
19109	11212000	728.6700
19109	11210004	20176.0000
20139	11211100	19635.0000
20139	11210000	37088.0000
20139	11210003	19805.0000
20139	11212000	170.0000
20139	11210004	17283.0000
26043	11211100	390.0000
26043	11210000	1683.0000
26043	11210003	814.0000
26043	11212000	424.0000
26043	11210004	869.0000
30009	11211100	33793.0000
30009	11210000	78558.0000
30009	11210003	33800.0000
30009	11212000	7.0000
30009	11210004	44758.0000
05021	11211100	3436.0000
05021	11210000	6693.0000
05021	11210003	3436.0000
05021	11210004	3257.0000
18017	11211100	2699.3200
18017	11210000	10552.0000
18017	11210003	6623.0000
18017	11212000	3923.6800
18017	11210004	3929.0000
20005	11211100	11497.0000
20005	11210000	26787.0000
20005	11210003	11571.0000
20005	11212000	74.0000
20005	11210004	15216.0000
20157	11211100	13961.0000
20157	11210000	50498.0000
20157	11210003	13961.0000
20157	11210004	36537.0000
29099	11211100	5411.0000
29099	11210000	10116.0000
29099	11210003	5728.0000
29099	11212000	317.0000
29099	11210004	4388.0000
26033	11211100	1937.0000
26033	11210000	5576.0000
26033	11210003	2573.0000
26033	11212000	636.0000
26033	11210004	3003.0000
40061	11211100	32345.0000
40061	11210000	59321.0000
40061	11210003	32352.0000
40061	11212000	7.0000
40061	11210004	26969.0000
20161	11211100	13172.1200
20161	11210000	29166.0000
20161	11210003	13517.0000
20161	11212000	344.8800
20161	11210004	15649.0000
12103	11211100	23.8100
12103	11210000	33.9400
12103	11210004	10.1200
36111	11211100	774.0000
36111	11210000	2078.0000
36111	11210003	1169.0000
36111	11212000	395.0000
36111	11210004	909.0000
39055	11211100	1093.0000
39055	11210000	10714.0000
39055	11210003	4331.0000
39055	11212000	3238.0000
39055	11210004	6383.0000
48141	11211100	892.0000
48141	11210000	5667.0000
48141	11210003	892.0000
48141	11210004	4775.0000
48415	11211100	9903.3100
48415	11210000	22615.0000
48415	11210003	12373.0000
48415	11212000	2469.6900
48415	11210004	10242.0000
05075	11211100	9393.0000
05075	11210000	15336.0000
05075	11210003	9393.0000
05075	11210004	5943.0000
08005	11211100	4325.0000
08005	11210000	8343.0000
08005	11210003	4358.0000
08005	11212000	33.0000
08005	11210004	3985.0000
20061	11211100	7952.8200
20061	11210000	20361.0000
20061	11210003	8108.0000
20061	11212000	155.1800
20061	11210004	12253.0000
27111	11211100	18079.0000
27111	11210000	78216.0000
27111	11210003	32420.0000
27111	11212000	14341.0000
27111	11210004	45796.0000
37157	11211100	5642.0000
37157	11210000	12428.0000
37157	11210003	6024.0000
37157	11212000	382.0000
37157	11210004	6404.0000
40151	11211100	35048.5100
40151	11210000	96988.0000
40151	11210003	35059.0000
40151	11212000	10.4900
40151	11210004	61929.0000
01087	11211100	6296.9100
01087	11210000	12601.0000
01087	11210003	6302.0000
01087	11212000	5.0900
01087	11210004	6299.0000
08043	11211100	7919.0000
08043	11210000	15249.0000
08043	11210003	9928.0000
08043	11212000	2009.0000
08043	11210004	5321.0000
13127	11211100	189.0000
13127	11210000	234.0000
13127	11210003	192.0000
13127	11212000	3.0000
13127	11210004	42.0000
17059	11211100	1410.0000
17059	11210000	2130.0000
17059	11210003	1410.0000
17059	11210004	720.0000
48387	11211100	41734.0000
48387	11210000	91253.0000
48387	11210003	41734.0000
48387	11210004	49519.0000
51033	11211100	1364.2000
51033	11210000	2296.0000
51033	11210003	1370.0000
51033	11212000	5.8000
51033	11210004	926.0000
05121	11211100	17901.0000
05121	11210000	35203.0000
05121	11210003	17921.0000
05121	11212000	20.0000
05121	11210004	17282.0000
06023	11211100	17412.0000
06023	11210000	70894.0000
06023	11210003	41306.0000
06023	11212000	23894.0000
06023	11210004	29588.0000
12021	11211100	6330.1300
12021	11210000	10038.0000
12021	11210003	6341.0000
12021	11212000	10.8700
12021	11210004	3697.0000
16017	11211100	2407.0000
16017	11210000	4100.0000
16017	11210003	2475.0000
16017	11212000	68.0000
16017	11210004	1625.0000
17067	11211100	14358.7200
17067	11210000	29065.0000
17067	11210003	14644.0000
17067	11212000	285.2800
17067	11210004	14421.0000
17185	11211100	422.0700
17185	11210000	1557.0000
17185	11210003	862.0000
17185	11212000	439.9300
17185	11210004	695.0000
26109	11211100	1482.0000
26109	11210000	16115.0000
26109	11210003	8365.0000
26109	11212000	6883.0000
26109	11210004	7750.0000
48151	11211100	11006.0000
48151	11210000	19981.0000
48151	11210003	11009.0000
48151	11212000	3.0000
48151	11210004	8972.0000
12101	11211100	21054.0000
12101	11210000	35182.0000
12101	11210003	22132.0000
12101	11212000	1078.0000
12101	11210004	13050.0000
16023	11211100	5145.6000
16023	11210000	9138.0000
16023	11210003	5384.0000
16023	11212000	238.4000
16023	11210004	3754.0000
17093	11211100	831.7400
17093	11210000	3809.0000
17093	11210003	1099.0000
17093	11212000	267.2600
17093	11210004	2710.0000
35011	11211100	18389.0000
35011	11210000	37350.0000
35011	11210003	18389.0000
35011	11210004	18961.0000
38095	11211100	5621.0000
38095	11210000	9235.0000
38095	11210003	5621.0000
38095	11210004	3614.0000
47157	11211100	1680.0000
47157	11210000	2944.0000
47157	11210003	1689.0000
47157	11212000	9.0000
47157	11210004	1255.0000
48071	11211100	15135.6800
48071	11210000	23700.0000
48071	11210003	15146.0000
48071	11212000	10.3200
48071	11210004	8554.0000
48219	11211100	4734.0000
48219	11210000	9188.0000
48219	11210003	4734.0000
48219	11210004	4454.0000
48357	11211100	8544.0000
48357	11210000	85530.0000
48357	11210003	8544.0000
48357	11210004	76986.0000
17089	11211100	899.0000
17089	11210000	4631.0000
17089	11210003	1650.0000
17089	11212000	751.0000
17089	11210004	2981.0000
30055	11211100	27425.6100
30055	11210000	40349.0000
30055	11210003	27437.0000
30055	11212000	11.3900
30055	11210004	12912.0000
13273	11211100	1070.7900
13273	11210000	2382.0000
13273	11210003	1076.0000
13273	11212000	5.2100
13273	11210004	1306.0000
48257	11211100	31173.0000
48257	11210000	80958.0000
48257	11210003	31173.0000
48257	11210004	49785.0000
06015	11211100	793.0000
06015	11210000	9678.0000
06015	11210003	7245.0000
06015	11212000	6452.0000
06015	11210004	2433.0000
20125	11211100	23686.0000
20125	11210000	40756.0000
20125	11210003	23747.0000
20125	11212000	61.0000
20125	11210004	17009.0000
21209	11211100	13443.7000
21209	11210000	28509.0000
21209	11210003	13463.0000
21209	11212000	19.3000
21209	11210004	15046.0000
26025	11211100	1964.0000
26025	11210000	17068.0000
26025	11210003	6942.0000
26025	11212000	4978.0000
26025	11210004	10126.0000
30081	11211100	15242.0000
30081	11210000	27032.0000
30081	11210003	16066.0000
30081	11212000	824.0000
30081	11210004	10966.0000
34019	11211100	1655.0000
34019	11210000	4007.0000
34019	11210003	2024.0000
34019	11212000	369.0000
34019	11210004	1983.0000
34027	11211100	439.0000
34027	11210000	602.0000
34027	11210003	468.0000
34027	11212000	29.0000
34027	11210004	134.0000
45041	11211100	1154.2900
45041	11210000	2265.0000
45041	11210003	1395.0000
45041	11212000	240.7100
45041	11210004	870.0000
47069	11211100	4708.0000
47069	11210000	8435.0000
47069	11210003	4725.0000
47069	11212000	17.0000
47069	11210004	3710.0000
48279	11211100	9362.0000
48279	11210000	181045.0000
48279	11210003	46663.0000
48279	11212000	37301.0000
48279	11210004	134382.0000
30003	11211100	52726.0000
30003	11210000	83734.0000
30003	11210003	52726.0000
30003	11210004	31008.0000
38001	11211100	17234.8300
38001	11210000	29950.0000
38001	11210003	17245.0000
38001	11212000	10.1700
38001	11210004	12705.0000
36023	11211100	2259.0000
36023	11210000	27977.0000
36023	11210003	14416.0000
36023	11212000	12157.0000
36023	11210004	13561.0000
54109	11211100	47.0000
54109	11210000	94.0000
54109	11210003	47.0000
54109	11210004	47.0000
40137	11211100	36871.0000
40137	11210000	79138.0000
40137	11210003	36903.0000
40137	11212000	32.0000
40137	11210004	42235.0000
42017	11211100	1406.0000
42017	11210000	9714.0000
42017	11210003	4019.0000
42017	11212000	2613.0000
42017	11210004	5695.0000
47007	11211100	11957.9200
47007	11210000	22900.0000
47007	11210003	12343.0000
47007	11212000	385.0800
47007	11210004	10557.0000
17099	11211100	4060.0000
17099	11210000	10412.0000
