FIPS	NAICS8	DATA
42107	11210000	13189.0000
42107	11210003	4505.0000
42107	11212000	3183.0000
42107	11210004	8684.0000
48179	11211100	11266.0000
48179	11210000	79822.0000
48179	11210003	20066.0000
48179	11212000	8800.0000
48179	11210004	59756.0000
13261	11211100	3745.5200
13261	11210000	18955.0000
13261	11210003	10829.0000
13261	11212000	7083.4800
13261	11210004	8126.0000
13297	11211100	4818.0000
13297	11210000	10250.0000
13297	11210003	4824.0000
13297	11212000	6.0000
13297	11210004	5426.0000
34041	11211100	1450.0000
34041	11210000	4012.0000
34041	11210003	2346.0000
34041	11212000	896.0000
34041	11210004	1666.0000
17069	11211100	1715.5000
17069	11210000	3208.0000
17069	11210003	1728.0000
17069	11212000	12.5000
17069	11210004	1480.0000
16053	11211100	9230.0000
16053	11210000	260419.0000
16053	11210003	79268.0000
16053	11212000	70038.0000
16053	11210004	181151.0000
19147	11211100	2670.0000
19147	11210000	24079.0000
19147	11210003	2907.0000
19147	11212000	237.0000
19147	11210004	21172.0000
28135	11211100	3752.0000
28135	11210000	5276.0000
28135	11210003	3752.0000
28135	11210004	1524.0000
21223	11211100	4858.6800
21223	11210000	8230.0000
21223	11210003	4902.0000
21223	11212000	43.3200
21223	11210004	3328.0000
28047	11211100	2039.0000
28047	11210000	2909.0000
28047	11210003	2039.0000
28047	11210004	870.0000
38015	11211100	44000.0000
38015	11210000	83872.0000
38015	11210003	44686.0000
38015	11212000	686.0000
38015	11210004	39186.0000
48157	11211100	20912.0000
48157	11210000	31605.0000
48157	11210003	20912.0000
48157	11210004	10693.0000
48369	11211100	7560.0000
48369	11210000	335573.0000
48369	11210003	53700.0000
48369	11212000	46140.0000
48369	11210004	281873.0000
51173	11211100	13022.0000
51173	11210000	42809.0000
51173	11210003	14304.0000
51173	11212000	1282.0000
51173	11210004	28505.0000
18183	11211100	1119.0000
18183	11210000	11507.0000
18183	11210003	2584.0000
18183	11212000	1465.0000
18183	11210004	8923.0000
22099	11211100	1726.1600
22099	11210000	2744.0000
22099	11210003	1737.0000
22099	11212000	10.8400
22099	11210004	1007.0000
39121	11211100	6390.0000
39121	11210000	10301.0000
39121	11210003	6434.0000
39121	11212000	44.0000
39121	11210004	3867.0000
45053	11211100	307.0000
45053	11210000	478.0000
45053	11210003	307.0000
45053	11210004	171.0000
17071	11211100	7651.0000
17071	11210000	14987.0000
17071	11210003	7883.0000
17071	11212000	232.0000
17071	11210004	7104.0000
20103	11211100	13757.0000
20103	11210000	24099.0000
20103	11210003	14460.0000
20103	11212000	703.0000
20103	11210004	9639.0000
27153	11211100	11302.0000
27153	11210000	55660.0000
27153	11210003	25800.0000
27153	11212000	14498.0000
27153	11210004	29860.0000
23013	11211100	293.0000
23013	11210000	1256.0000
23013	11210003	586.0000
23013	11212000	293.0000
23013	11210004	670.0000
39169	11211100	6018.0000
39169	11210000	89343.0000
39169	11210003	39790.0000
39169	11212000	33772.0000
39169	11210004	49553.0000
46037	11211100	17390.0000
46037	11210000	38702.0000
46037	11210003	19322.0000
46037	11212000	1932.0000
46037	11210004	19380.0000
45023	11211100	6909.0000
45023	11210000	13879.0000
45023	11210003	8233.0000
45023	11212000	1324.0000
45023	11210004	5646.0000
47183	11211100	6407.0000
47183	11210000	14017.0000
47183	11210003	6759.0000
47183	11212000	352.0000
47183	11210004	7258.0000
51095	11211100	95.0500
51095	11210000	263.0000
51095	11210003	130.0000
51095	11212000	34.9500
51095	11210004	133.0000
18049	11211100	1851.0000
18049	11210000	15199.0000
18049	11210003	6119.0000
18049	11212000	4268.0000
18049	11210004	9080.0000
26057	11211100	2685.0000
26057	11210000	54333.0000
26057	11210003	27360.0000
26057	11212000	24675.0000
26057	11210004	26973.0000
27161	11211100	1316.0000
27161	11210000	12802.0000
27161	11210003	2698.0000
27161	11212000	1382.0000
27161	11210004	10104.0000
37033	11211100	3975.0000
37033	11210000	9064.0000
37033	11210003	4785.0000
37033	11212000	810.0000
37033	11210004	4279.0000
23029	11211100	179.0000
23029	11210000	370.0000
23029	11210003	265.0000
23029	11212000	86.0000
23029	11210004	105.0000
39147	11211100	1518.0000
39147	11210000	6519.0000
39147	11210003	1880.0000
39147	11212000	362.0000
39147	11210004	4639.0000
42073	11211100	2801.0000
42073	11210000	11608.0000
42073	11210003	5863.0000
42073	11212000	3062.0000
42073	11210004	5745.0000
49031	11211100	6223.0000
49031	11210000	17823.0000
49031	11210003	10665.0000
49031	11212000	4442.0000
49031	11210004	7158.0000
55113	11211100	938.0000
55113	11210000	6845.0000
55113	11210003	3935.0000
55113	11212000	2997.0000
55113	11210004	2910.0000
24035	11211100	783.0000
24035	11210000	4589.0000
24035	11210003	2391.0000
24035	11212000	1608.0000
24035	11210004	2198.0000
19079	11211100	1511.0000
19079	11210000	2552.0000
19079	11210003	1690.0000
19079	11212000	179.0000
19079	11210004	862.0000
06031	11211100	4236.0000
06031	11210000	326086.0000
06031	11210003	177640.0000
06031	11212000	173404.0000
06031	11210004	148446.0000
13217	11211100	3423.6400
13217	11210000	6345.0000
13217	11210003	3429.0000
13217	11212000	5.3600
13217	11210004	2916.0000
28141	11211100	1902.0000
28141	11210000	3036.0000
28141	11210003	1902.0000
28141	11210004	1134.0000
40045	11211100	24232.1000
40045	11210000	55706.0000
40045	11210003	24399.0000
40045	11212000	166.9000
40045	11210004	31307.0000
55095	11211100	6152.0000
55095	11210000	44081.0000
55095	11210003	22554.0000
55095	11212000	16402.0000
55095	11210004	21527.0000
01007	11211100	4356.8200
01007	11210000	8008.0000
01007	11210003	4362.0000
01007	11212000	5.1800
01007	11210004	3646.0000
37109	11211100	4811.0000
37109	11210000	15935.0000
37109	11210003	8070.0000
37109	11212000	3259.0000
37109	11210004	7865.0000
13117	11211100	2097.0000
13117	11210000	3570.0000
13117	11210003	2097.0000
13117	11210004	1473.0000
29069	11211100	574.0000
29069	11210000	981.0000
29069	11210003	574.0000
29069	11210004	407.0000
37107	11211100	2025.4500
37107	11210000	3696.0000
37107	11210003	2037.0000
37107	11212000	11.5500
37107	11210004	1659.0000
51133	11211100	259.0000
51133	11210000	336.0000
51133	11210003	259.0000
51133	11210004	77.0000
40051	11211100	50367.3800
40051	11210000	127441.0000
40051	11210003	65028.0000
40051	11212000	14660.6200
40051	11210004	62413.0000
48135	11211100	4140.0000
48135	11210000	8377.0000
48135	11210003	4140.0000
48135	11210004	4237.0000
53041	11211100	8321.0000
53041	11210000	28362.0000
53041	11210003	15677.0000
53041	11212000	7356.0000
53041	11210004	12685.0000
55139	11211100	1110.0000
55139	11210000	29986.0000
55139	11210003	15924.0000
55139	11212000	14814.0000
55139	11210004	14062.0000
12049	11211100	39689.0000
12049	11210000	80881.0000
12049	11210003	57447.0000
12049	11212000	17758.0000
12049	11210004	23434.0000
23001	11211100	905.0000
23001	11210000	6853.0000
23001	11210003	3311.0000
23001	11212000	2406.0000
23001	11210004	3542.0000
28157	11211100	4696.0000
28157	11210000	6690.0000
28157	11210003	4696.0000
28157	11210004	1994.0000
29105	11211100	40002.0000
29105	11210000	71739.0000
29105	11210003	42374.0000
29105	11212000	2372.0000
29105	11210004	29365.0000
29187	11211100	11900.0000
29187	11210000	20086.0000
29187	11210003	11923.0000
29187	11212000	23.0000
29187	11210004	8163.0000
42079	11211100	522.0000
42079	11210000	2225.0000
42079	11210003	840.0000
42079	11212000	318.0000
42079	11210004	1385.0000
19139	11211100	5729.0000
19139	11210000	14779.0000
19139	11210003	5878.0000
19139	11212000	149.0000
19139	11210004	8901.0000
21103	11211100	13087.0000
21103	11210000	27000.0000
21103	11210003	14256.0000
21103	11212000	1169.0000
21103	11210004	12744.0000
29177	11211100	14142.0000
29177	11210000	26397.0000
29177	11210003	14182.0000
29177	11212000	40.0000
29177	11210004	12215.0000
35049	11211100	9603.0000
35049	11210000	14965.0000
35049	11210003	9603.0000
35049	11210004	5362.0000
46071	11211100	42937.0000
46071	11210000	66396.0000
46071	11210003	42962.0000
46071	11212000	25.0000
46071	11210004	23434.0000
51195	11211100	1957.0000
51195	11210000	4559.0000
51195	11210003	1957.0000
51195	11210004	2602.0000
53021	11211100	11979.0000
53021	11210000	79525.0000
53021	11210003	34623.0000
53021	11212000	22644.0000
53021	11210004	44902.0000
05033	11211100	13447.0000
05033	11210000	25355.0000
05033	11210003	13447.0000
05033	11210004	11908.0000
27097	11211100	15438.0000
27097	11210000	87791.0000
27097	11210003	43243.0000
27097	11212000	27805.0000
27097	11210004	44548.0000
31051	11211100	13825.2200
31051	11210000	45392.0000
31051	11210003	18160.0000
31051	11212000	4334.7800
31051	11210004	27232.0000
46021	11211100	18938.0000
46021	11210000	38587.0000
46021	11210003	18938.0000
46021	11210004	19649.0000
01021	11211100	7273.0000
01021	11210000	13292.0000
01021	11210003	7290.0000
01021	11212000	17.0000
01021	11210004	6002.0000
19035	11211100	14467.0900
19035	11210000	65579.0000
19035	11210003	14584.0000
19035	11212000	116.9100
19035	11210004	50995.0000
23011	11211100	1082.0000
23011	11210000	14587.0000
23011	11210003	7764.0000
23011	11212000	6682.0000
23011	11210004	6823.0000
31061	11211100	15371.0000
31061	11210000	25741.0000
31061	11210003	15371.0000
31061	11210004	10370.0000
37089	11211100	1417.9400
37089	11210000	3198.0000
37089	11210003	1895.0000
37089	11212000	477.0600
37089	11210004	1303.0000
13047	11211100	4272.8600
13047	11210000	8073.0000
13047	11210003	4278.0000
13047	11212000	5.1400
13047	11210004	3795.0000
41009	11211100	2529.0000
41009	11210000	4775.0000
41009	11210003	2553.0000
41009	11212000	24.0000
41009	11210004	2222.0000
44005	11211100	551.0000
44005	11210000	2146.0000
44005	11210003	989.0000
44005	11212000	438.0000
44005	11210004	1157.0000
48471	11211100	22156.0000
48471	11210000	38271.0000
48471	11210003	22156.0000
48471	11210004	16115.0000
06079	11211100	22626.0000
06079	11210000	41835.0000
06079	11210003	22882.0000
06079	11212000	256.0000
06079	11210004	18953.0000
13137	11211100	4031.0000
13137	11210000	8546.0000
13137	11210003	4092.0000
13137	11212000	61.0000
13137	11210004	4454.0000
27065	11211100	5077.0000
27065	11210000	11724.0000
27065	11210003	5474.0000
27065	11212000	397.0000
27065	11210004	6250.0000
32015	11211100	10552.3400
32015	11210000	15771.0000
32015	11210003	10564.0000
32015	11212000	11.6600
32015	11210004	5207.0000
47101	11211100	2542.2300
47101	11210000	5445.0000
47101	11210003	2557.0000
47101	11212000	14.7700
47101	11210004	2888.0000
53069	11211100	1435.3400
53069	11210000	2421.0000
53069	11212000	139.0000
53069	11210004	846.6600
09015	11211100	1044.0000
09015	11210000	12487.0000
09015	11210003	6516.0000
09015	11212000	5472.0000
09015	11210004	5971.0000
21045	11211100	17963.0000
21045	11210000	35738.0000
21045	11210003	19230.0000
21045	11212000	1267.0000
21045	11210004	16508.0000
25015	11211100	811.0000
25015	11210000	4486.0000
25015	11210003	2379.0000
25015	11212000	1568.0000
25015	11210004	2107.0000
31017	11211100	30891.0000
31017	11210000	136854.0000
31017	11210003	30902.0000
31017	11212000	11.0000
31017	11210004	105952.0000
28119	11211100	25.9100
28119	11210000	39.4900
28119	11210004	13.5700
46109	11211100	15241.0000
46109	11210000	36365.0000
46109	11210003	16102.0000
46109	11212000	861.0000
46109	11210004	20263.0000
21079	11211100	20976.0000
21079	11210000	47251.0000
21079	11210003	21021.0000
21079	11212000	45.0000
21079	11210004	26230.0000
30091	11211100	11632.0100
30091	11210000	17651.0000
30091	11210003	11643.0000
30091	11212000	10.9900
30091	11210004	6008.0000
31029	11211100	16660.4700
31029	11210000	129338.0000
31029	11210003	16672.0000
31029	11212000	11.5300
31029	11210004	112666.0000
31147	11211100	9093.0000
31147	11210000	25305.0000
31147	11210003	10037.0000
31147	11212000	944.0000
31147	11210004	15268.0000
18153	11211100	2128.0000
18153	11210000	3210.0000
18153	11210003	2128.0000
18153	11210004	1082.0000
22029	11211100	2305.0000
22029	11210000	4221.0000
22029	11210003	2305.0000
22029	11210004	1916.0000
29155	11211100	36.0000
29155	11210000	156.0000
29155	11210003	36.0000
29155	11210004	120.0000
54071	11211100	11245.0000
54071	11210000	20892.0000
54071	11210003	11261.0000
54071	11212000	16.0000
54071	11210004	9631.0000
06095	11211100	15891.0000
06095	11210000	38735.0000
06095	11210003	15913.0000
06095	11212000	22.0000
06095	11210004	22822.0000
29147	11211100	25710.0000
29147	11210000	42965.0000
29147	11210003	25934.0000
29147	11212000	224.0000
29147	11210004	17031.0000
10000	11211100	2404.0000
10000	11210000	14751.0000
10000	11210003	6964.0000
10000	11212000	4560.0000
10000	11210004	7787.0000
13235	11211100	887.3800
13235	11210000	1823.0000
13235	11210003	893.0000
13235	11212000	5.6200
13235	11210004	930.0000
18023	11211100	792.1400
18023	11210000	2785.0000
18023	11210003	798.0000
18023	11212000	5.8600
18023	11210004	1987.0000
42039	11211100	6267.0000
42039	11210000	32216.0000
42039	11210003	17571.0000
42039	11212000	11304.0000
42039	11210004	14645.0000
01033	11211100	9020.0000
01033	11210000	15858.0000
01033	11210003	9069.0000
01033	11212000	49.0000
01033	11210004	6789.0000
06081	11211100	1043.0000
06081	11210000	2447.0000
06081	11210003	1043.0000
06081	11210004	1404.0000
13205	11211100	9770.3900
13205	11210000	21714.0000
13205	11210003	13474.0000
13205	11212000	3703.6100
13205	11210004	8240.0000
31093	11211100	17869.0000
31093	11210000	80586.0000
31093	11210003	17877.0000
31093	11212000	8.0000
31093	11210004	62709.0000
13255	11211100	1348.0000
13255	11210000	2256.0000
13255	11210003	1420.0000
13255	11212000	72.0000
13255	11210004	836.0000
18019	11211100	3403.7500
18019	11210000	6763.0000
18019	11210003	3609.0000
18019	11212000	205.2500
18019	11210004	3154.0000
28159	11211100	6562.2300
28159	11210000	10315.0000
28159	11210003	6607.0000
28159	11212000	44.7700
28159	11210004	3708.0000
29133	11211100	252.0000
29133	11210000	451.0000
29133	11210003	252.0000
29133	11210004	199.0000
37073	11211100	293.8100
37073	11210000	407.0000
37073	11210003	305.0000
37073	11212000	11.1900
37073	11210004	102.0000
53011	11211100	6404.0000
53011	11210000	15065.0000
53011	11210003	9775.0000
53011	11212000	3371.0000
53011	11210004	5290.0000
55123	11211100	10770.0000
55123	11210000	71517.0000
55123	11210003	30702.0000
55123	11212000	19932.0000
55123	11210004	40815.0000
21147	11211100	1579.0000
21147	11210000	3250.0000
21147	11210003	1579.0000
21147	11210004	1671.0000
40011	11211100	34370.0000
40011	11210000	97004.0000
40011	11210003	34396.0000
40011	11212000	26.0000
40011	11210004	62608.0000
41047	11211100	3845.0000
41047	11210000	29433.0000
41047	11210003	15632.0000
41047	11212000	11787.0000
41047	11210004	13801.0000
47135	11211100	2387.0000
47135	11210000	4115.0000
47135	11210003	2409.0000
47135	11212000	22.0000
47135	11210004	1706.0000
28023	11211100	4758.0000
28023	11210000	7135.0000
28023	11210003	4758.0000
28023	11210004	2377.0000
42003	11211100	1083.0000
42003	11210000	2218.0000
42003	11210003	1109.0000
42003	11212000	26.0000
42003	11210004	1109.0000
46027	11211100	5102.7600
46027	11210000	14338.0000
46027	11210003	5108.0000
46027	11212000	5.2400
46027	11210004	9230.0000
19023	11211100	7565.0000
19023	11210000	24446.0000
19023	11210003	9233.0000
19023	11212000	1668.0000
19023	11210004	15213.0000
19187	11211100	4424.8600
19187	11210000	11302.0000
19187	11210003	4430.0000
19187	11212000	5.1400
19187	11210004	6872.0000
22047	11211100	4217.0000
22047	11210000	6622.0000
22047	11210003	4217.0000
22047	11210004	2405.0000
26065	11211100	1412.0000
26065	11210000	17978.0000
26065	11210003	9913.0000
26065	11212000	8501.0000
26065	11210004	8065.0000
31163	11211100	25461.0000
31163	11210000	65196.0000
31163	11210003	25475.0000
31163	11212000	14.0000
31163	11210004	39721.0000
46017	11211100	14923.0000
46017	11210000	32984.0000
46017	11210003	14923.0000
46017	11210004	18061.0000
54057	11211100	4448.4500
54057	11210000	7351.0000
54057	11210003	4542.0000
54057	11212000	93.5500
54057	11210004	2809.0000
28105	11211100	6833.1700
28105	11210000	16265.0000
28105	11210003	6988.0000
28105	11212000	154.8300
28105	11210004	9277.0000
30079	11211100	23698.0000
30079	11210000	48224.0000
30079	11210003	23705.0000
30079	11212000	7.0000
30079	11210004	24519.0000
22089	11211100	2045.6900
22089	11210000	3223.0000
22089	11210003	2076.0000
22089	11212000	30.3100
22089	11210004	1147.0000
51041	11211100	476.0000
51041	11210000	952.0000
51041	11210003	476.0000
51041	11210004	476.0000
54093	11211100	1540.0000
54093	11210000	2523.0000
54093	11210003	1543.0000
54093	11212000	3.0000
54093	11210004	980.0000
05085	11211100	6327.0000
05085	11210000	13490.0000
05085	11210003	6808.0000
05085	11212000	481.0000
05085	11210004	6682.0000
05135	11211100	15415.0000
05135	11210000	29480.0000
05135	11210003	15415.0000
05135	11210004	14065.0000
28145	11211100	6385.0000
28145	11210000	10103.0000
28145	11210003	6385.0000
28145	11210004	3718.0000
46051	11211100	18718.0000
46051	11210000	70998.0000
46051	11210003	36415.0000
46051	11212000	17697.0000
46051	11210004	34583.0000
18073	11211100	1804.0000
18073	11210000	37748.0000
18073	11210003	29589.0000
18073	11212000	27785.0000
18073	11210004	8159.0000
21011	11211100	15863.0000
21011	11210000	30373.0000
21011	11210003	16031.0000
21011	11212000	168.0000
21011	11210004	14342.0000
42047	11211100	883.0000
42047	11210000	2379.0000
42047	11210003	1287.0000
42047	11212000	404.0000
42047	11210004	1092.0000
55065	11211100	11898.0000
55065	11210000	107419.0000
55065	11210003	43064.0000
55065	11212000	31166.0000
55065	11210004	64355.0000
55075	11211100	2416.0000
55075	11210000	43068.0000
55075	11210003	19441.0000
55075	11212000	17025.0000
55075	11210004	23627.0000
05013	11211100	1678.0000
05013	11210000	3322.0000
05013	11210003	1678.0000
05013	11210004	1644.0000
21213	11211100	4498.0000
21213	11210000	9065.0000
21213	11210003	4883.0000
21213	11212000	385.0000
21213	11210004	4182.0000
53051	11211100	2335.0000
53051	11210000	4304.0000
53051	11210003	2346.0000
53051	11212000	11.0000
53051	11210004	1958.0000
54065	11211100	889.7100
54065	11210000	1484.0000
54065	11210003	895.0000
54065	11212000	5.2900
54065	11210004	589.0000
55059	11211100	987.0000
55059	11210000	9805.0000
55059	11210003	4507.0000
55059	11212000	3520.0000
55059	11210004	5298.0000
05027	11211100	6322.0000
05027	11210000	11308.0000
05027	11210003	6322.0000
05027	11210004	4986.0000
17125	11211100	1984.0000
17125	11210000	3231.0000
17125	11210003	1984.0000
17125	11210004	1247.0000
47147	11211100	14239.0000
47147	11210000	33628.0000
47147	11210003	15705.0000
47147	11212000	1466.0000
47147	11210004	17923.0000
48335	11211100	8721.0000
48335	11210000	16333.0000
48335	11210003	8721.0000
48335	11210004	7612.0000
56027	11211100	33119.0000
56027	11210000	59317.0000
56027	11210003	33128.0000
56027	11212000	9.0000
56027	11210004	26189.0000
12057	11211100	23474.0000
12057	11210000	38898.0000
12057	11210003	24276.0000
12057	11212000	802.0000
12057	11210004	14622.0000
13195	11211100	10614.8200
13195	11210000	20287.0000
13195	11210003	11218.0000
13195	11212000	603.1800
13195	11210004	9069.0000
17115	11211100	1505.0000
17115	11210000	3299.0000
17115	11210003	1505.0000
17115	11210004	1794.0000
26141	11211100	840.0000
26141	11210000	3681.0000
26141	11210003	1861.0000
26141	11212000	1021.0000
26141	11210004	1820.0000
30049	11211100	24121.0000
30049	11210000	40202.0000
30049	11210003	24243.0000
30049	11212000	122.0000
30049	11210004	15959.0000
31181	11211100	18010.8700
31181	11210000	85546.0000
31181	11210003	18380.0000
31181	11212000	369.1300
31181	11210004	67166.0000
26089	11211100	447.0000
26089	11210000	1498.0000
26089	11210003	633.0000
26089	11212000	186.0000
26089	11210004	865.0000
48345	11211100	12261.0000
48345	11210000	22449.0000
48345	11210003	12261.0000
48345	11210004	10188.0000
54029	11211100	361.0000
54029	11210000	525.0000
54029	11210003	361.0000
54029	11210004	164.0000
20147	11211100	23712.7200
20147	11210000	48414.0000
20147	11210003	23867.0000
20147	11212000	154.2800
20147	11210004	24547.0000
29205	11211100	8542.0000
29205	11210000	15032.0000
29205	11210003	8550.0000
29205	11212000	8.0000
29205	11210004	6482.0000
48107	11211100	6440.0000
48107	11210000	10076.0000
48107	11210003	6440.0000
48107	11210004	3636.0000
08109	11211100	14374.0000
08109	11210000	21264.0000
08109	11210003	14384.0000
08109	11212000	10.0000
08109	11210004	6880.0000
20203	11211100	4361.0000
20203	11210000	128670.0000
20203	11210003	4361.0000
20203	11210004	124309.0000
22111	11211100	13321.0000
22111	11210000	22494.0000
22111	11210003	13321.0000
22111	11210004	9173.0000
36053	11211100	2702.0000
36053	11210000	39518.0000
36053	11210003	21114.0000
36053	11212000	18412.0000
36053	11210004	18404.0000
30061	11211100	293.0100
30061	11210000	438.0000
30061	11210003	297.0000
30061	11212000	3.9900
30061	11210004	141.0000
39091	11211100	2226.0000
39091	11210000	12067.0000
39091	11210003	5635.0000
39091	11212000	3409.0000
39091	11210004	6432.0000
19127	11211100	7648.9000
19127	11210000	31933.0000
19127	11210003	10938.0000
19127	11212000	3289.1000
19127	11210004	20995.0000
27019	11211100	2081.0000
27019	11210000	22107.0000
27019	11210003	9583.0000
27019	11212000	7502.0000
27019	11210004	12524.0000
28131	11211100	5825.0000
28131	11210000	11929.0000
28131	11210003	5825.0000
28131	11210004	6104.0000
30011	11211100	54394.0000
30011	11210000	91252.0000
30011	11210003	54399.0000
30011	11212000	5.0000
30011	11210004	36853.0000
30077	11211100	23966.0100
30077	11210000	35243.0000
30077	11210003	24352.0000
30077	11212000	385.9900
30077	11210004	10891.0000
36019	11211100	1723.0000
36019	11210000	33373.0000
36019	11210003	18277.0000
36019	11212000	16554.0000
36019	11210004	15096.0000
37195	11211100	935.0000
37195	11210000	1794.0000
37195	11210003	935.0000
37195	11210004	859.0000
46123	11211100	68964.0000
46123	11210000	170456.0000
46123	11210003	69235.0000
46123	11212000	271.0000
46123	11210004	101221.0000
48125	11211100	13068.0000
48125	11210000	24878.0000
48125	11210003	13068.0000
48125	11210004	11810.0000
49025	11211100	5669.4900
49025	11210000	8493.0000
49025	11210003	5675.0000
49025	11212000	5.5100
49025	11210004	2818.0000
51119	11211100	486.0000
51119	11210000	865.0000
51119	11210003	486.0000
51119	11210004	379.0000
56021	11211100	33862.5900
56021	11210000	80617.0000
56021	11210003	37287.0000
56021	11212000	3424.4100
56021	11210004	43330.0000
36049	11211100	1542.0000
36049	11210000	60565.0000
36049	11210003	28669.0000
36049	11212000	27127.0000
36049	11210004	31896.0000
51005	11211100	1545.1300
51005	11210000	2649.0000
51005	11210003	1783.0000
51005	11212000	237.8700
51005	11210004	866.0000
53027	11211100	1800.0000
53027	11210000	8512.0000
53027	11210003	3629.0000
53027	11212000	1829.0000
53027	11210004	4883.0000
15009	11211100	10518.0000
15009	11210000	19091.0000
15009	11210003	10530.0000
15009	11212000	12.0000
15009	11210004	8561.0000
31005	11211100	18610.6100
31005	11210000	35676.0000
31005	11210003	18616.0000
31005	11212000	5.3900
31005	11210004	17060.0000
31111	11211100	80188.0000
31111	11210000	304257.0000
31111	11210003	80237.0000
31111	11212000	49.0000
31111	11210004	224020.0000
12000	11211100	882355.0000
12000	11210000	1635742.0000
12000	11210003	1007410.0000
12000	11212000	125055.0000
12000	11210004	628332.0000
39047	11211100	1096.0000
39047	11210000	5690.0000
39047	11210003	4067.0000
39047	11212000	2971.0000
39047	11210004	1623.0000
40123	11211100	26723.0000
40123	11210000	48211.0000
40123	11210003	26723.0000
40123	11210004	21488.0000
51085	11211100	3581.7700
51085	11210000	7284.0000
51085	11210003	3934.0000
51085	11212000	352.2300
51085	11210004	3350.0000
01041	11211100	12081.0000
01041	11210000	21879.0000
01041	11210003	12140.0000
01041	11212000	59.0000
01041	11210004	9739.0000
05143	11211100	51418.8500
05143	11210000	98673.0000
05143	11210003	51763.0000
05143	11212000	344.1500
05143	11210004	46910.0000
08021	11211100	22585.0000
08021	11210000	35855.0000
08021	11210003	22771.0000
08021	11212000	186.0000
08021	11210004	13084.0000
37141	11211100	1577.0000
37141	11210000	2866.0000
37141	11210003	1588.0000
37141	11212000	11.0000
37141	11210004	1278.0000
13091	11211100	3598.0000
13091	11210000	6686.0000
13091	11210003	3604.0000
13091	11212000	6.0000
13091	11210004	3082.0000
21157	11211100	3419.0000
21157	11210000	10736.0000
21157	11210003	3425.0000
21157	11212000	6.0000
21157	11210004	7311.0000
17000	11211100	394667.0000
17000	11210000	1130993.0000
17000	11210003	488008.0000
17000	11212000	93341.0000
17000	11210004	642985.0000
17131	11211100	5687.0000
17131	11210000	9422.0000
17131	11210003	5714.0000
17131	11212000	27.0000
17131	11210004	3708.0000
25021	11211100	145.1700
25021	11210000	399.0000
25021	11210003	176.0000
25021	11212000	30.8300
25021	11210004	223.0000
29087	11211100	2054.9400
29087	11210000	3425.0000
29087	11210003	2139.0000
29087	11212000	84.0600
29087	11210004	1286.0000
39101	11211100	1031.0000
39101	11210000	7225.0000
39101	11210003	5070.0000
39101	11212000	4039.0000
39101	11210004	2155.0000
48013	11211100	35250.9400
48013	11210000	76451.0000
48013	11210003	36027.0000
48013	11212000	776.0600
48013	11210004	40424.0000
48305	11211100	2796.0000
48305	11210000	8338.0000
48305	11210003	2796.0000
48305	11210004	5542.0000
51045	11211100	3130.9400
51045	11210000	6319.0000
51045	11210003	3249.0000
51045	11212000	118.0600
51045	11210004	3070.0000
01013	11211100	6376.3000
01013	11210000	9948.0000
01013	11210003	6396.0000
01013	11212000	19.7000
01013	11210004	3552.0000
12063	11211100	21125.0000
12063	11210000	37611.0000
12063	11210003	21204.0000
12063	11212000	79.0000
12063	11210004	16407.0000
17143	11211100	4024.7300
17143	11210000	8300.0000
17143	11210003	5098.0000
17143	11212000	1073.2700
17143	11210004	3202.0000
18061	11211100	8659.0000
18061	11210000	16152.0000
18061	11210003	8970.0000
18061	11212000	311.0000
18061	11210004	7182.0000
20029	11211100	15602.0000
20029	11210000	31821.0000
20029	11210003	15602.0000
20029	11210004	16219.0000
21049	11211100	17102.0000
21049	11210000	36457.0000
21049	11210003	17171.0000
21049	11212000	69.0000
21049	11210004	19286.0000
37023	11211100	2788.0000
37023	11210000	4828.0000
37023	11210003	2850.0000
37023	11212000	62.0000
37023	11210004	1978.0000
17153	11211100	2269.0000
17153	11210000	3909.0000
17153	11210003	2269.0000
17153	11210004	1640.0000
01099	11211100	9264.0000
01099	11210000	15892.0000
01099	11210003	9293.0000
01099	11212000	29.0000
01099	11210004	6599.0000
25011	11211100	907.0000
25011	11210000	6198.0000
25011	11210003	3225.0000
25011	11212000	2318.0000
25011	11210004	2973.0000
38035	11211100	8932.9600
38035	11210000	17058.0000
38035	11210003	8938.0000
38035	11212000	5.0400
38035	11210004	8120.0000
06113	11211100	4926.5000
06113	11210000	14370.0000
06113	11210003	5097.0000
06113	11212000	170.5000
06113	11210004	9273.0000
30083	11211100	33228.0000
30083	11210000	63288.0000
30083	11210003	33238.0000
30083	11212000	10.0000
30083	11210004	30050.0000
30101	11211100	12008.0000
30101	11210000	18245.0000
30101	11210003	12388.0000
30101	11212000	380.0000
30101	11210004	5857.0000
21000	11211100	1031675.0000
21000	11210000	2155894.0000
21000	11210003	1089320.0000
21000	11212000	57645.0000
21000	11210004	1066574.0000
38043	11211100	40290.0000
38043	11210000	68114.0000
38043	11210003	40313.0000
38043	11212000	23.0000
38043	11210004	27801.0000
41067	11211100	1733.0000
41067	11210000	5422.0000
41067	11210003	2926.0000
41067	11212000	1193.0000
41067	11210004	2496.0000
04023	11211100	8816.9200
04023	11210000	16475.0000
04023	11210003	8822.0000
04023	11212000	5.0800
04023	11210004	7653.0000
27037	11211100	1915.0000
27037	11210000	22749.0000
27037	11210003	5492.0000
27037	11212000	3577.0000
27037	11210004	17257.0000
